street_address,month,city,state,zipcode,energy_type,energy_demand,latitude,longitude
Long Island Road,11,Boston,Massachusetts,02201,Water,16029.166666666666,42.3121196900073,-70.97162965327203
Long Island Road,12,Boston,Massachusetts,02201,Water,920.0,42.3121196900073,-70.97162965327203
Marcella St,1,Roxbury,Massachusetts,02119-1216,Water,,42.32144903598233,-71.0942610265199
Marcella St,2,Roxbury,Massachusetts,02119-1216,Water,,42.32144903598233,-71.0942610265199
Marcella St,3,Roxbury,Massachusetts,02119-1216,Water,,42.32144903598233,-71.0942610265199
Marcella St,4,Roxbury,Massachusetts,02119-1216,Water,,42.32144903598233,-71.0942610265199
Marcella St,5,Roxbury,Massachusetts,02119-1216,Water,2.0,42.32144903598233,-71.0942610265199
Marcella St,6,Roxbury,Massachusetts,02119-1216,Water,2.25,42.32144903598233,-71.0942610265199
Marcella St,7,Roxbury,Massachusetts,02119-1216,Water,5.333333333333333,42.32144903598233,-71.0942610265199
Marcella St,8,Roxbury,Massachusetts,02119-1216,Water,8.0,42.32144903598233,-71.0942610265199
Marcella St,9,Roxbury,Massachusetts,02119-1216,Water,5.25,42.32144903598233,-71.0942610265199
Marcella St,10,Roxbury,Massachusetts,02119-1216,Water,3.5714285714285716,42.32144903598233,-71.0942610265199
Marcella St,11,Roxbury,Massachusetts,02119-1216,Water,2.3333333333333335,42.32144903598233,-71.0942610265199
Marcella St,12,Roxbury,Massachusetts,02119-1216,Water,1.5,42.32144903598233,-71.0942610265199
Northern Av,1,Boston,Massachusetts,02210-1851,Water,,42.348300017695045,-71.03755077126871
Northern Av,2,Boston,Massachusetts,02210-1851,Water,,42.348300017695045,-71.03755077126871
Northern Av,3,Boston,Massachusetts,02210-1851,Water,,42.348300017695045,-71.03755077126871
Northern Av,4,Boston,Massachusetts,02210-1851,Water,,42.348300017695045,-71.03755077126871
Northern Av,5,Boston,Massachusetts,02210-1851,Water,,42.348300017695045,-71.03755077126871
Northern Av,6,Boston,Massachusetts,02210-1851,Water,,42.348300017695045,-71.03755077126871
Northern Av,7,Boston,Massachusetts,02210-1851,Water,,42.348300017695045,-71.03755077126871
Northern Av,8,Boston,Massachusetts,02210-1851,Water,,42.348300017695045,-71.03755077126871
Northern Av,9,Boston,Massachusetts,02210-1851,Water,,42.348300017695045,-71.03755077126871
Northern Av,10,Boston,Massachusetts,02210-1851,Water,,42.348300017695045,-71.03755077126871
Northern Av,11,Boston,Massachusetts,02210-1851,Water,,42.348300017695045,-71.03755077126871
Northern Av,12,Boston,Massachusetts,02210-1851,Water,,42.348300017695045,-71.03755077126871
PUTNAM SQ,1,Boston,Massachusetts,02128,Water,,42.33022803282792,-71.08822763494501
PUTNAM SQ,2,Boston,Massachusetts,02128,Water,185.0,42.33022803282792,-71.08822763494501
PUTNAM SQ,3,Boston,Massachusetts,02128,Water,,42.33022803282792,-71.08822763494501
PUTNAM SQ,4,Boston,Massachusetts,02128,Water,,42.33022803282792,-71.08822763494501
PUTNAM SQ,5,Boston,Massachusetts,02128,Water,135.0,42.33022803282792,-71.08822763494501
PUTNAM SQ,6,Boston,Massachusetts,02128,Water,326.75,42.33022803282792,-71.08822763494501
PUTNAM SQ,7,Boston,Massachusetts,02128,Water,157.5,42.33022803282792,-71.08822763494501
PUTNAM SQ,8,Boston,Massachusetts,02128,Water,270.4,42.33022803282792,-71.08822763494501
PUTNAM SQ,9,Boston,Massachusetts,02128,Water,1852.8,42.33022803282792,-71.08822763494501
PUTNAM SQ,10,Boston,Massachusetts,02128,Water,12478.0,42.33022803282792,-71.08822763494501
PUTNAM SQ,11,Boston,Massachusetts,02128,Water,103.75,42.33022803282792,-71.08822763494501
PUTNAM SQ,12,Boston,Massachusetts,02128,Water,22.5,42.33022803282792,-71.08822763494501
Reddy Av,1,Hyde Park,Massachusetts,02136,Water,1150.0,42.26234562412179,-71.11157583062833
Reddy Av,2,Hyde Park,Massachusetts,02136,Water,,42.26234562412179,-71.11157583062833
Reddy Av,3,Hyde Park,Massachusetts,02136,Water,,42.26234562412179,-71.11157583062833
Reddy Av,4,Hyde Park,Massachusetts,02136,Water,,42.26234562412179,-71.11157583062833
Reddy Av,5,Hyde Park,Massachusetts,02136,Water,7.5,42.26234562412179,-71.11157583062833
Reddy Av,6,Hyde Park,Massachusetts,02136,Water,119.5,42.26234562412179,-71.11157583062833
Reddy Av,7,Hyde Park,Massachusetts,02136,Water,748.75,42.26234562412179,-71.11157583062833
Reddy Av,8,Hyde Park,Massachusetts,02136,Water,1642.5,42.26234562412179,-71.11157583062833
Reddy Av,9,Hyde Park,Massachusetts,02136,Water,492.0,42.26234562412179,-71.11157583062833
Reddy Av,10,Hyde Park,Massachusetts,02136,Water,300.0,42.26234562412179,-71.11157583062833
Reddy Av,11,Hyde Park,Massachusetts,02136,Water,7.5,42.26234562412179,-71.11157583062833
Reddy Av,12,Hyde Park,Massachusetts,02136,Water,,42.26234562412179,-71.11157583062833
SAN JUAN ST,1,Boston,Massachusetts,02118,Water,852.0,42.34111584727499,-71.07414798338614
SAN JUAN ST,2,Boston,Massachusetts,02118,Water,583.0,42.34111584727499,-71.07414798338614
SAN JUAN ST,3,Boston,Massachusetts,02118,Water,917.0,42.34111584727499,-71.07414798338614
SAN JUAN ST,4,Boston,Massachusetts,02118,Water,,42.34111584727499,-71.07414798338614
SAN JUAN ST,5,Boston,Massachusetts,02118,Water,666.5,42.34111584727499,-71.07414798338614
SAN JUAN ST,6,Boston,Massachusetts,02118,Water,603.3333333333334,42.34111584727499,-71.07414798338614
SAN JUAN ST,7,Boston,Massachusetts,02118,Water,935.6,42.34111584727499,-71.07414798338614
SAN JUAN ST,8,Boston,Massachusetts,02118,Water,1059.6666666666667,42.34111584727499,-71.07414798338614
SAN JUAN ST,9,Boston,Massachusetts,02118,Water,626.125,42.34111584727499,-71.07414798338614
SAN JUAN ST,10,Boston,Massachusetts,02118,Water,438.2857142857143,42.34111584727499,-71.07414798338614
SAN JUAN ST,11,Boston,Massachusetts,02118,Water,453.4,42.34111584727499,-71.07414798338614
SAN JUAN ST,12,Boston,Massachusetts,02118,Water,761.5,42.34111584727499,-71.07414798338614
Tremont St,1,Boston,Massachusetts,02201,Water,,42.3393115,-71.0803564
Tremont St,2,Boston,Massachusetts,02201,Water,,42.3393115,-71.0803564
Tremont St,3,Boston,Massachusetts,02201,Water,,42.3393115,-71.0803564
Tremont St,4,Boston,Massachusetts,02201,Water,,42.3393115,-71.0803564
Tremont St,5,Boston,Massachusetts,02201,Water,,42.3393115,-71.0803564
Tremont St,6,Boston,Massachusetts,02201,Water,,42.3393115,-71.0803564
Tremont St,7,Boston,Massachusetts,02201,Water,,42.3393115,-71.0803564
Tremont St,8,Boston,Massachusetts,02201,Water,,42.3393115,-71.0803564
Tremont St,9,Boston,Massachusetts,02201,Water,,42.3393115,-71.0803564
Tremont St,10,Boston,Massachusetts,02201,Water,,42.3393115,-71.0803564
Tremont St,11,Boston,Massachusetts,02201,Water,,42.3393115,-71.0803564
Tremont St,12,Boston,Massachusetts,02201,Water,,42.3393115,-71.0803564
WOLCOTT SQ,1,HYDE PARK,Massachusetts,02136,Water,12747.75,42.237301361071424,-71.13231439855014
WOLCOTT SQ,2,HYDE PARK,Massachusetts,02136,Water,1414.0,42.237301361071424,-71.13231439855014
WOLCOTT SQ,3,HYDE PARK,Massachusetts,02136,Water,,42.237301361071424,-71.13231439855014
WOLCOTT SQ,4,HYDE PARK,Massachusetts,02136,Water,,42.237301361071424,-71.13231439855014
WOLCOTT SQ,5,HYDE PARK,Massachusetts,02136,Water,,42.237301361071424,-71.13231439855014
WOLCOTT SQ,6,HYDE PARK,Massachusetts,02136,Water,2.0,42.237301361071424,-71.13231439855014
WOLCOTT SQ,7,HYDE PARK,Massachusetts,02136,Water,5.0,42.237301361071424,-71.13231439855014
WOLCOTT SQ,8,HYDE PARK,Massachusetts,02136,Water,,42.237301361071424,-71.13231439855014
WOLCOTT SQ,9,HYDE PARK,Massachusetts,02136,Water,,42.237301361071424,-71.13231439855014
WOLCOTT SQ,10,HYDE PARK,Massachusetts,02136,Water,,42.237301361071424,-71.13231439855014
WOLCOTT SQ,11,HYDE PARK,Massachusetts,02136,Water,2.6666666666666665,42.237301361071424,-71.13231439855014
WOLCOTT SQ,12,HYDE PARK,Massachusetts,02136,Water,249.0,42.237301361071424,-71.13231439855014
-FANEUIL-HALL SQ FL 2&3,1,Boston,Massachusetts,02109,Electric,26360.0,42.337959,-71.048424
-FANEUIL-HALL SQ FL 2&3,2,Boston,Massachusetts,02109,Electric,26130.0,42.337959,-71.048424
-FANEUIL-HALL SQ FL 2&3,3,Boston,Massachusetts,02109,Electric,24225.882352941175,42.337959,-71.048424
-FANEUIL-HALL SQ FL 2&3,4,Boston,Massachusetts,02109,Electric,23320.0,42.337959,-71.048424
-FANEUIL-HALL SQ FL 2&3,5,Boston,Massachusetts,02109,Electric,23760.0,42.337959,-71.048424
-FANEUIL-HALL SQ FL 2&3,6,Boston,Massachusetts,02109,Electric,19740.0,42.337959,-71.048424
-FANEUIL-HALL SQ FL 2&3,7,Boston,Massachusetts,02109,Electric,15000.0,42.337959,-71.048424
-FANEUIL-HALL SQ FL 2&3,8,Boston,Massachusetts,02109,Electric,20820.0,42.337959,-71.048424
-FANEUIL-HALL SQ FL 2&3,9,Boston,Massachusetts,02109,Electric,23080.0,42.337959,-71.048424
-FANEUIL-HALL SQ FL 2&3,10,Boston,Massachusetts,02109,Electric,21360.0,42.337959,-71.048424
-FANEUIL-HALL SQ FL 2&3,11,Boston,Massachusetts,02109,Electric,17880.0,42.337959,-71.048424
-FANEUIL-HALL SQ FL 2&3,12,Boston,Massachusetts,02109,Electric,22464.0,42.337959,-71.048424
ADAMS ST,5,DORCHESTER,Massachusetts,02122,Stormwater,16.333333333333332,42.27736070406605,-71.06022465394277
ADAMS ST,6,DORCHESTER,Massachusetts,02122,Stormwater,16.333333333333332,42.27736070406605,-71.06022465394277
ALABAMA ST,5,MATTAPAN,Massachusetts,02126,Stormwater,1.0,42.276974148157855,-71.10114550404087
ALABAMA ST,6,MATTAPAN,Massachusetts,02126,Stormwater,1.0,42.276974148157855,-71.10114550404087
ALFORD ST,5,CHARLESTOWN,Massachusetts,02129,Stormwater,4.0,42.38422827338118,-71.07289541245366
ALFORD ST,6,CHARLESTOWN,Massachusetts,02129,Stormwater,4.0,42.38422827338118,-71.07289541245366
ALLSTON ST,5,ALLSTON,Massachusetts,02134,Stormwater,26.0,42.350979295253225,-71.13604601443923
ALLSTON ST,6,ALLSTON,Massachusetts,02134,Stormwater,26.0,42.350979295253225,-71.13604601443923
AMORY ST,5,ROXBURY,Massachusetts,02119,Stormwater,1.0,42.31443639084971,-71.10483605694797
AMORY ST,6,ROXBURY,Massachusetts,02119,Stormwater,1.0,42.31443639084971,-71.10483605694797
ARCOLA ST,5,JAMAICA PLAIN,Massachusetts,02130,Stormwater,1.0,42.3247272175202,-71.1088224344801
ARCOLA ST,6,JAMAICA PLAIN,Massachusetts,02130,Stormwater,1.0,42.3247272175202,-71.1088224344801
ATHENS ST,5,SOUTH BOSTON,Massachusetts,02127,Stormwater,1.0,42.342899593451214,-71.05606756597017
ATHENS ST,6,SOUTH BOSTON,Massachusetts,02127,Stormwater,1.0,42.342899593451214,-71.05606756597017
ATLANTIC AVE,5,BOSTON,Massachusetts,02111,Stormwater,14.333333333333334,42.35136589858467,-71.05612339313151
ATLANTIC AVE,6,BOSTON,Massachusetts,02111,Stormwater,14.333333333333334,42.35136589858467,-71.05612339313151
AUSTIN ST,5,CHARLESTOWN,Massachusetts,02129,Stormwater,1.0,42.374383846918526,-71.06709459258545
AUSTIN ST,6,CHARLESTOWN,Massachusetts,02129,Stormwater,1.0,42.374383846918526,-71.06709459258545
BABSON ST,5,MATTAPAN,Massachusetts,02126,Stormwater,6.0,42.27203736387637,-71.09208731478316
BABSON ST,6,MATTAPAN,Massachusetts,02126,Stormwater,6.0,42.27203736387637,-71.09208731478316
BARNARD PL,5,SOUTH BOSTON,Massachusetts,02127,Stormwater,1.0,42.3370522501876,-71.03927266155034
BARNARD PL,6,SOUTH BOSTON,Massachusetts,02127,Stormwater,1.0,42.3370522501876,-71.03927266155034
BELDEN ST,5,DORCHESTER,Massachusetts,02125,Stormwater,8.0,42.31866713909489,-71.06542683370056
BELDEN ST,6,DORCHESTER,Massachusetts,02125,Stormwater,8.0,42.31866713909489,-71.06542683370056
BENNINGTON ST,5,East BOSTON,Massachusetts,02128,Stormwater,2.0,42.386836097453845,-71.00641182817805
BENNINGTON ST,6,East BOSTON,Massachusetts,02128,Stormwater,2.0,42.386836097453845,-71.00641182817805
BILODEAU RD,5,DORCHESTER,Massachusetts,02121,Stormwater,1.0,42.307168,-71.082338
BILODEAU RD,6,DORCHESTER,Massachusetts,02121,Stormwater,1.0,42.307168,-71.082338
BISHOP ST,5,JAMAICA PLAIN,Massachusetts,02130,Stormwater,1.0,42.30952232106145,-71.10952686843575
BISHOP ST,6,JAMAICA PLAIN,Massachusetts,02130,Stormwater,1.0,42.30952232106145,-71.10952686843575
BLACKSTONE SQ,5,BOSTON,Massachusetts,02118,Stormwater,9.0,42.36150670301071,-71.05617571311491
BLACKSTONE SQ,6,BOSTON,Massachusetts,02118,Stormwater,9.0,42.36150670301071,-71.05617571311491
BLUE HILL AVE,5,ROXBURY,Massachusetts,02119,Stormwater,1.6666666666666667,42.29937075,-71.08662724999999
BLUE HILL AVE,6,ROXBURY,Massachusetts,02119,Stormwater,1.6666666666666667,42.29937075,-71.08662724999999
BOSTON AND MAINE RR,5,EAST BOSTON,Massachusetts,02128,Stormwater,1.0,42.329359,-71.057133
BOSTON AND MAINE RR,6,EAST BOSTON,Massachusetts,02128,Stormwater,1.0,42.329359,-71.057133
BOWDOIN AVE,5,DORCHESTER,Massachusetts,02121,Stormwater,1.0,42.30177543178655,-71.07559224238206
BOWDOIN AVE,6,DORCHESTER,Massachusetts,02121,Stormwater,1.0,42.30177543178655,-71.07559224238206
BRADFORD ST,5,BOSTON,Massachusetts,02118,Stormwater,1.0,42.34277678086489,-71.06861124836169
BRADFORD ST,6,BOSTON,Massachusetts,02118,Stormwater,1.0,42.34277678086489,-71.06861124836169
BRADSTREET AVE,5,ROSLINDALE,Massachusetts,02131,Stormwater,1.0,42.28258041583856,-71.11722611686466
BRADSTREET AVE,6,ROSLINDALE,Massachusetts,02131,Stormwater,1.0,42.28258041583856,-71.11722611686466
BREMEN ST,5,East BOSTON,Massachusetts,02128,Stormwater,6.0,42.37749386314958,-71.02888927451932
BREMEN ST,6,East BOSTON,Massachusetts,02128,Stormwater,6.0,42.37749386314958,-71.02888927451932
BREWER ST,5,JAMAICA PLAIN,Massachusetts,02130,Stormwater,2.0,42.31155578043,-71.1160045113038
BREWER ST,6,JAMAICA PLAIN,Massachusetts,02130,Stormwater,2.0,42.31155578043,-71.1160045113038
BRIGHAM ST,5,EAST BOSTON,Massachusetts,02128,Stormwater,1.0,42.36494027970994,-71.03448100904653
BRIGHAM ST,6,EAST BOSTON,Massachusetts,02128,Stormwater,1.0,42.36494027970994,-71.03448100904653
BROOKLINE AVE,5,BOSTON,Massachusetts,02215,Stormwater,2.0,42.34634322173097,-71.09943001819035
BROOKLINE AVE,6,BOSTON,Massachusetts,02215,Stormwater,2.0,42.34634322173097,-71.09943001819035
BRUNSWICK ST,5,DORCHESTER,Massachusetts,02121,Stormwater,1.0,42.297529,-71.00855
BRUNSWICK ST,6,DORCHESTER,Massachusetts,02121,Stormwater,1.0,42.297529,-71.00855
BUNGALOW RD,5,WEST ROXBURY,Massachusetts,02132,Stormwater,1.0,42.26122537389893,-71.15868046968443
BUNGALOW RD,6,WEST ROXBURY,Massachusetts,02132,Stormwater,1.0,42.26122537389893,-71.15868046968443
BURLINGTON AVE,5,BOSTON,Massachusetts,02215,Stormwater,1.0,42.34594169050391,-71.10114404887987
BURLINGTON AVE,6,BOSTON,Massachusetts,02215,Stormwater,1.0,42.34594169050391,-71.10114404887987
BURRELL ST,5,ROXBURY,Massachusetts,02119,Stormwater,1.0,42.32305807000297,-71.07032931684145
BURRELL ST,6,ROXBURY,Massachusetts,02119,Stormwater,1.0,42.32305807000297,-71.07032931684145
BURROUGHS ST,5,JAMAICA PLAIN,Massachusetts,02130,Stormwater,7.0,42.31305809785427,-71.11646641356714
BURROUGHS ST,6,JAMAICA PLAIN,Massachusetts,02130,Stormwater,7.0,42.31305809785427,-71.11646641356714
CALDWELL ST,5,CHARLESTOWN,Massachusetts,02129,Stormwater,1.0,42.38501363676877,-71.07791113698693
CALDWELL ST,6,CHARLESTOWN,Massachusetts,02129,Stormwater,1.0,42.38501363676877,-71.07791113698693
CAMBRIDGE ST,5,CHARLESTOWN,Massachusetts,02129,Stormwater,2.0,42.38341592103227,-71.07582548537569
CAMBRIDGE ST,6,CHARLESTOWN,Massachusetts,02129,Stormwater,2.0,42.38341592103227,-71.07582548537569
CAMDEN ST,5,BOSTON,Massachusetts,02118,Stormwater,57.0,42.33971994080203,-71.08391237232681
CAMDEN ST,6,BOSTON,Massachusetts,02118,Stormwater,57.0,42.33971994080203,-71.08391237232681
CASPIAN WY,5,DORCHESTER,Massachusetts,02125,Stormwater,14.0,42.31057956022726,-71.05028561488777
CASPIAN WY,6,DORCHESTER,Massachusetts,02125,Stormwater,14.0,42.31057956022726,-71.05028561488777
CASTLEGATE RD,5,DORCHESTER,Massachusetts,02121,Stormwater,2.0,42.307353,-71.083886
CASTLEGATE RD,6,DORCHESTER,Massachusetts,02121,Stormwater,2.0,42.307353,-71.083886
CEDAR ST,5,ROXBURY,Massachusetts,02119,Stormwater,1.5,42.32515859895179,-71.09116590437351
CEDAR ST,6,ROXBURY,Massachusetts,02119,Stormwater,1.5,42.32515859895179,-71.09116590437351
CENTRE ST,5,JAMAICA PLAIN,Massachusetts,02130,Stormwater,5.5,42.30862741604223,-71.12247372308927
CENTRE ST,6,JAMAICA PLAIN,Massachusetts,02130,Stormwater,5.5,42.30862741604223,-71.12247372308927
CEYLON ST,5,DORCHESTER,Massachusetts,02121,Stormwater,11.0,42.291567,-71.048791
CEYLON ST,6,DORCHESTER,Massachusetts,02121,Stormwater,11.0,42.291567,-71.048791
CHARLES ST,5,HYDE PARK,Massachusetts,02136,Stormwater,5.0,42.25060819382831,-71.13254896633178
CHARLES ST,6,HYDE PARK,Massachusetts,02136,Stormwater,5.0,42.25060819382831,-71.13254896633178
CHARTER ST,5,BOSTON,Massachusetts,02113,Stormwater,2.0,42.36719517794093,-71.05461398960688
CHARTER ST,6,BOSTON,Massachusetts,02113,Stormwater,2.0,42.36719517794093,-71.05461398960688
CHELSEA ST,5,EAST BOSTON,Massachusetts,02128,Stormwater,8.0,42.38626885,-71.02268145
CHELSEA ST,6,EAST BOSTON,Massachusetts,02128,Stormwater,8.0,42.38626885,-71.02268145
